optimizer,test_loss,accuracy,precision,batch_size,optimizer_config
adam,1.7274093627929688,73.88,0.7602343686211241,128," lr:0.007579292632211577, beta1:0.7997215877927742, beta2:0.8727133876641658, eps:1e-08, weight_decay:0.0004228774708207831"
adamw,1.576255390048027,88.22,0.8862213577427136,128," lr:0.002069055008696335, beta1:0.7645689042412417, beta2:0.9751412457914242, eps:1e-08, weight_decay:0.007792002143525904"
rmsprop,1.6899086385965347,77.7,0.7847419377810299,128," lr:0.002482076244951997, alpha:0.8733471118487885, eps:1e-08, momentum:0.39992718400814825, weight_decay:0.0004204444059591225"
sam,1.7723938912153243,70.86,0.7184527424596736,128," lr:0.09393110610999618, momentum:0.6207149810203592, rho:0.15417382776662003, weight_decay:0.0014424176468857495"
lamb,1.6772585034370422,79.04,0.7897287455877808,128," lr:0.009645145205503726, beta1:0.8583861390118592, beta2:0.910387073581579, eps:1e-08, weight_decay:0.0007766807239860468"
novograd,1.699067339301109,78.74,0.8028974076573201,128," lr:0.009393390932458903, beta1:0.8939422162821931, beta2:0.9096130706489098, eps:1e-08, weight_decay:0.011531190954802577"
adopt,1.6245068281888961,84.5,0.8525124705166809,128," lr:0.0028589919709702863, beta1:0.8087638084106559, beta2:0.9784841277691264, eps:1e-08, weight_decay:0.0004206017901724036"
