number,value,datetime_start,datetime_complete,duration,params_rmsprop_alpha,params_rmsprop_lr,params_rmsprop_momentum,params_rmsprop_weight_decay,state
0,0.323025400321041,2025-02-13 15:17:09.173769,2025-02-13 15:17:22.743500,0 days 00:00:13.569731,0.9891921469755733,0.0001329291894316216,0.6587945476302646,0.006300528199911897,COMPLETE
1,0.05606743089482328,2025-02-13 15:17:22.743922,2025-02-13 15:17:33.465398,0 days 00:00:10.721476,0.8310429095469044,2.9380279387035334e-05,0.05227525095137952,0.021597937639149734,COMPLETE
2,0.11309671811654265,2025-02-13 15:17:33.465702,2025-02-13 15:17:46.864718,0 days 00:00:13.399016,0.9409064429814131,0.0006358358856676254,0.018526044866222204,0.03482408351321943,COMPLETE
3,0.6120002904741605,2025-02-13 15:17:46.865114,2025-02-13 15:17:59.737463,0 days 00:00:12.872349,0.842255483024977,0.00314288089084011,0.16364247048639055,0.0009308270833535123,COMPLETE
4,0.49383764409904873,2025-02-13 15:17:59.737880,2025-02-13 15:18:13.163239,0 days 00:00:13.425359,0.9044265298948153,8.17949947521167e-05,0.3887505167779042,0.001529390089870074,COMPLETE
5,0.48044769529970954,2025-02-13 15:18:13.163608,2025-02-13 15:18:25.326832,0 days 00:00:12.163224,0.8277592782697564,0.000684792009557478,0.26293018368169635,0.002161641541858931,COMPLETE
6,0.3353530570188713,2025-02-13 15:18:25.327163,2025-02-13 15:18:38.712402,0 days 00:00:13.385239,0.9562500163172097,0.00023345864076016249,0.17970640394252377,0.00427099308379254,COMPLETE
7,0.5320313352166226,2025-02-13 15:18:38.712663,2025-02-13 15:18:53.113084,0 days 00:00:14.400421,0.8092436321312796,0.0005987474910461401,0.5467903667112946,0.0008772194222657475,COMPLETE
8,0.08056182903022897,2025-02-13 15:18:53.113433,2025-02-13 15:19:06.259021,0 days 00:00:13.145588,0.9888282219134134,1.5673095467235405e-05,0.8690688297671034,0.016552160450244074,COMPLETE
9,0.32813663968699464,2025-02-13 15:19:06.259333,2025-02-13 15:19:19.255025,0 days 00:00:12.995692,0.8194367506872704,8.200518402245828e-05,0.6158097238609412,0.0030364419221130786,COMPLETE
10,0.35090835808547094,2025-02-13 15:19:19.255418,2025-02-13 15:19:30.186813,0 days 00:00:10.931395,0.8723818070507046,0.0068455702672729195,0.3318558954489875,0.0004344939589574845,COMPLETE
11,0.4549946817105134,2025-02-13 15:19:30.187170,2025-02-13 15:19:43.206685,0 days 00:00:13.019515,0.8600821110344627,0.0035087629442252578,0.5611466814360654,0.0006452283655116685,COMPLETE
12,0.6313319299275266,2025-02-13 15:19:43.207075,2025-02-13 15:19:56.533391,0 days 00:00:13.326316,0.8008250843952907,0.0019276763704612454,0.4732861316537825,0.0010013865777425254,COMPLETE
13,0.6220632119686172,2025-02-13 15:19:56.533792,2025-02-13 15:20:09.772265,0 days 00:00:13.238473,0.8581554546348953,0.002482076244951997,0.18657968303096656,0.0012083511440677125,COMPLETE
14,0.6239078098184379,2025-02-13 15:20:09.772632,2025-02-13 15:20:22.761637,0 days 00:00:12.989005,0.8900662487891469,0.0016777375695057684,0.4275567603284546,0.0017303947885031318,COMPLETE
15,0.39144429119099505,2025-02-13 15:20:22.762157,2025-02-13 15:20:35.903065,0 days 00:00:13.140908,0.9050279997129764,0.0015528985829695477,0.47694031158534517,0.008080205233183124,COMPLETE
16,0.09636931817955897,2025-02-13 15:20:35.903431,2025-02-13 15:20:47.814732,0 days 00:00:11.911301,0.8841518931078024,0.008534302970959482,0.7133778989170452,0.0019393605982689099,COMPLETE
17,0.6288468052769076,2025-02-13 15:20:47.815115,2025-02-13 15:20:59.192514,0 days 00:00:11.377399,0.8005420382443144,0.0012959193626064167,0.4135996120501517,0.00041751754185634924,COMPLETE
18,0.6257765448482384,2025-02-13 15:20:59.192917,2025-02-13 15:21:10.322782,0 days 00:00:11.129865,0.8071600601846554,0.0010014871292554804,0.7748706317112615,0.0004358628634367833,COMPLETE
19,0.5906912235099009,2025-02-13 15:21:10.323196,2025-02-13 15:21:23.121018,0 days 00:00:12.797822,0.8013172763601567,0.0003306612059877266,0.4943585247307817,0.0007310586218431423,COMPLETE
