optimizer,epoch,train_loss,val_loss,val_accuracy,val_precision,epoch_time,batch_size
adam,1,1.674627646803856,1.8425798416137693,62.2,0.6361120470544122,2.496033191680908,8192
adam,2,1.666831150650978,1.816993951797485,65.4,0.6667402477695636,3.7204766273498535,8192
adam,3,1.6510514169931412,1.8100121021270752,66.14,0.7032483732684777,4.112404823303223,8192
adam,4,1.6397988349199295,1.808780312538147,66.1,0.7015821057257989,3.865494966506958,8192
adam,5,1.630599930882454,1.7912814617156982,68.12,0.7166258916107385,4.113148212432861,8192
adam,6,1.617806255817413,1.7847405672073364,69.02,0.7074927649196949,3.935413837432861,8192
adam,7,1.606758952140808,1.7701910734176636,70.22,0.7369717348570323,4.0107715129852295,8192
adam,8,1.599533960223198,1.7602185010910034,71.46,0.7384777717730847,3.9181370735168457,8192
adam,9,1.5962000638246536,1.754304051399231,72.02,0.7497585918554387,4.103290557861328,8192
adam,10,1.590606153011322,1.745837688446045,72.74,0.7570336982193179,3.866918563842773,8192
adam,11,1.584208145737648,1.7443958520889282,72.68,0.7567611234000222,4.1140313148498535,8192
adam,12,1.5834961980581284,1.7249939441680908,75.26,0.769359286051019,3.9104928970336914,8192
adam,13,1.5781738460063934,1.7261605262756348,74.9,0.7756938681195571,4.084893465042114,8192
adam,14,1.581312671303749,1.7281923294067385,74.72,0.7649710658809158,4.2235107421875,8192
adam,15,1.571197122335434,1.7149755954742432,75.94,0.7802659468659248,4.064105033874512,8192
adam,16,1.5744671821594238,1.711683988571167,76.42,0.7736356217612759,2.7436628341674805,8192
adam,17,1.568997547030449,1.7164713144302368,75.72,0.7861568808543978,3.8091559410095215,8192
adam,18,1.5736305564641953,1.7047189474105835,77.14,0.7970782509932071,4.24319314956665,8192
adam,19,1.574145883321762,1.717679142951965,75.76,0.7924445394179639,3.934969663619995,8192
adam,20,1.5637179613113403,1.699289083480835,77.38,0.7889065610704001,3.694378137588501,8192
adamw,1,1.6496140658855438,1.8142484426498413,65.02,0.6778167591763816,3.92500352859497,8192
adamw,2,1.6336836069822311,1.8002543449401855,66.2,0.693077799567859,2.424530267715454,8192
adamw,3,1.6178201884031296,1.7840800285339355,67.9,0.7005657398566945,4.052356481552124,8192
adamw,4,1.6058137267827988,1.7726367712020874,68.86,0.7150934096634715,3.926289558410645,8192
adamw,5,1.5949446856975555,1.7632824182510376,70.12,0.7241881283312063,4.203306913375855,8192
adamw,6,1.5859360247850418,1.7518010139465332,71.06,0.7351639902732434,3.865224599838257,8192
adamw,7,1.5801353007555008,1.737482666969299,72.62,0.7539647377123291,4.372151613235474,8192
adamw,8,1.5773919075727465,1.7370024919509888,72.56,0.7522258436717902,4.041985750198364,8192
adamw,9,1.570732221007347,1.7266383171081543,73.48,0.7517211058300634,3.0109543800354004,8192
adamw,10,1.5651583969593048,1.72407066822052,73.88,0.7681689497554076,3.9564619064331055,8192
adamw,11,1.5614473819732666,1.7116485834121704,75.04,0.7646662852683421,4.254146575927734,8192
adamw,12,1.5563199371099472,1.7010586261749268,76.14,0.7810860622487945,4.134131908416748,8192
adamw,13,1.5517297089099884,1.6923726797103882,76.82,0.7901897028395601,4.2395970821380615,8192
adamw,14,1.5497722178697586,1.6867412328720093,77.68,0.7951613162573534,3.953459024429321,8192
adamw,15,1.5451478958129885,1.6827607154846191,77.92,0.7991374607179724,4.003614187240601,8192
adamw,16,1.5435512363910675,1.6797531843185425,78.26,0.7962554636661028,3.9900078773498535,8192
adamw,17,1.5426872819662094,1.688466191291809,77.14,0.7878559188904409,3.207650661468506,8192
adamw,18,1.5347071886062622,1.6653302907943726,79.56,0.8065285139155384,3.955647468566896,8192
adamw,19,1.5310819149017334,1.6657134294509888,79.76,0.8114119362502654,4.349882364273071,8192
adamw,20,1.527747705578804,1.6567330360412598,80.62,0.8180230248680089,4.427058935165405,8192
rmsprop,1,1.7500434219837189,1.9113363027572632,56.98,0.5962361497860368,3.577256679534912,8192
rmsprop,2,1.7162111699581146,1.888385891914368,59.54,0.6370607412839161,3.217337846755981,8192
rmsprop,3,1.6992479264736176,1.8652490377426147,61.34,0.666616355606686,3.9519193172454834,8192
rmsprop,4,1.6947063356637957,1.861634373664856,62.06,0.6757644612621934,4.325368404388428,8192
rmsprop,5,1.6862405091524124,1.8374727964401243,64.12,0.6775452757572077,3.915724992752075,8192
rmsprop,6,1.6770514249801636,1.8558560609817505,62.1,0.6734805853295998,3.970707654953003,8192
