optimizer,epoch,train_loss,val_loss,val_accuracy,val_precision,epoch_time,batch_size
adam,1,1.580818547185262,1.7381451608269078,72.72,0.7612882429505856,10.536526918411257,32
adam,2,1.57844425239563,1.7173896739437322,74.72,0.7728988893392404,11.593730449676514,32
adam,3,1.5774008965174358,1.6947741614785163,77.0,0.7872394155357478,11.657145977020264,32
adam,4,1.566202550315857,1.7029251877669316,76.64,0.7816257768801332,10.159473419189451,32
adam,5,1.551694063250224,1.6498237931804292,81.96,0.8252451461154395,11.45093059539795,32
adam,6,1.5501936443328856,1.6504212807697856,81.64,0.828630410164606,10.53790807723999,32
adam,7,1.5485013254801432,1.6381880978869785,83.44,0.8377035250486926,11.438462257385254,32
adam,8,1.548506990369161,1.6343221565720385,83.52,0.8438711552678091,11.383849859237673,32
adam,9,1.5482811415990194,1.6420476201233591,82.56,0.8302475183107267,10.619916677474976,32
adam,10,1.5479099248886108,1.634201683815877,83.26,0.8367697635071497,11.496299266815186,32
adam,11,1.5466799994150795,1.6396737159437436,82.8,0.8351438685768308,11.791272640228271,32
adam,12,1.5473518404006958,1.636103226880359,83.1,0.8334309619040857,10.374820232391356,32
adam,13,1.5459727286656697,1.6383517509812762,82.84,0.8342569325208762,11.582793951034546,32
adam,14,1.5463613931020102,1.6357341518827304,83.24,0.8378045985647476,9.528745412826538,32
adam,15,1.5467746613820397,1.637361178732222,83.02,0.8368538803882233,11.581360101699827,32
adam,16,1.5455394584655762,1.636672549186998,82.86,0.8321553971140279,11.582754373550417,32
adam,17,1.5455789557774862,1.6368138706608184,82.96,0.8379153683951381,11.711094856262209,32
adam,18,1.545732487678528,1.6621588157240752,80.78,0.8280944983003963,11.665616512298584,32
adam,19,1.5453762356440226,1.6354751632471751,83.42,0.8366318838794786,12.010435342788696,32
adam,20,1.544889338239034,1.6532606372408047,81.5,0.8263599693654454,10.080629587173462,32
adamw,1,1.5586815286636353,1.6888328957709535,77.16,0.781372456176894,10.28064250946045,32
adamw,2,1.5531467602411906,1.6973889762428915,76.46,0.7872742504645988,11.67714500427246,32
adamw,3,1.5508518213907878,1.681905183822486,77.82,0.7995009042608368,10.828587532043455,32
adamw,4,1.547536322848002,1.6625598289404706,79.86,0.8152850694680032,11.625878095626833,32
adamw,5,1.5471359055201213,1.686941666208255,77.38,0.8000090762188259,11.640682220458984,32
adamw,6,1.544364918645223,1.667174982417161,79.34,0.8202459327677316,10.427774667739868,32
adamw,7,1.5443039539337158,1.6680548904807704,79.32,0.802267007906317,11.699079990386965,32
adamw,8,1.542713691457113,1.6654428592912711,79.58,0.8167924138303434,11.673707723617554,32
adamw,9,1.540786763636271,1.6669215100586037,79.36,0.8175935340821125,9.148078203201294,32
adamw,10,1.5393574090957642,1.660522058511236,80.12,0.819765889507942,11.88865566253662,32
adamw,11,1.537556288464864,1.6597420296091945,80.28,0.8110945839724,12.555694580078123,32
adamw,12,1.537611794535319,1.6655278752563865,79.62,0.8220712016259382,13.483161926269531,32
adamw,13,1.536722268486023,1.6498686682646442,81.1,0.8265637707157388,12.23624038696289,32
adamw,14,1.5370583271662397,1.656817987466314,80.52,0.809571333194811,8.18351936340332,32
adamw,15,1.5386068499247234,1.6548117232170834,80.72,0.8193568752873445,11.59279441833496,32
